ID,age,Sex,nssec8,SES,ethgrp5,eth_new,bmival,TotalKcal_M_0,TotalKcal_SD_0,TotalKcal_M_1,TotalKcal_SD_1,desire_0.200,desire_201.500,desire_501.750,desire_751.1000,desire_1001.,location,external,restraint,emotional,automaticity,pbc,microsim.init.eatingstatus,habit.update.interval,autonomy,history_0.200,history_201.500,history_501.750,history_751.1000,history_1001.,PD
89,50,f,4,medium,white,white,24.7240141,1130.69335,320.6932225,243,0,0,1,0,0,0,GLondon,2.7,0.552173913,0.438461538,0.477777778,0.552173913,1,74,0.067943454,0,1,0,0,0,0.916666667
90,69,m,6,medium,white,white,26.74807952,1178.6517,243.2844699,202.655,135.0138831,0.435616438,0.536986301,0.02739726,0,0,GLondon,1.4,0.413043478,0.1,0.188888889,0.413043478,1,54,0.858537177,0.41369863,0.57260274,0.01369863,0,0,0
91,46,f,4,medium,white,white,27.61322666,1032.44925,117.8031416,603.67,181.9938396,0.021917808,0.246575342,0.520547945,0.191780822,0.019178082,GLondon,2.9,0.639130435,0.361538462,0.522222222,0.639130435,1,76,0.104215984,0.010958904,0.276712329,0.509589041,0.18630137,0.016438356,0
92,35,m,8,low,white,white,22.82100184,1229.385,380.7910158,442.215,89.55011614,0.002739726,0.731506849,0.265753425,0,0,GLondon,2.5,0.326086957,0.146153846,0.433333333,0.326086957,1,131,0.960109361,0.008219178,0.715068493,0.276712329,0,0,0.583333333
93,16,f,2,high,mixed,mixed/other,24.15250995,1102.844813,122.7504712,243.2715,210.8543371,0.309589041,0.550684932,0.120547945,0.019178082,0,GLondon,2.6,0.343478261,0.315384615,0.455555556,0.343478261,1,103,0.054988918,0.336986301,0.542465753,0.112328767,0.008219178,0,0.083333333
94,21,f,4,medium,white,white,38.12824442,1141.15105,606.9027507,399.495,88.63564576,0.002739726,0.876712329,0.120547945,0,0,GLondon,2.8,0.552173913,0.484615385,0.5,0.552173913,1,74,0.13750012,0.010958904,0.879452055,0.109589041,0,0,0.333333333
95,22,f,2,high,white,white,19.67513866,1014.721125,323.4574126,530.8075,230.8669108,0.076712329,0.391780822,0.364383562,0.147945205,0.019178082,GLondon,3.3,0.708695652,0.315384615,0.611111111,0.708695652,1,131,0.230563207,0.052054795,0.37260274,0.375342466,0.164383562,0.035616438,0.083333333
96,33,m,7,low,white,white,29.86441486,1427.7725,661.9881502,337.21,176.2796313,0.216438356,0.556164384,0.221917808,0.005479452,0,GLondon,2.8,0.517391304,0.515384615,0.5,0.517391304,1,58,0.886435435,0.183561644,0.610958904,0.189041096,0.016438356,0,0
97,85,f,1,high,white,white,20.05743474,1268.0157,138.4976847,287.0875,86.9916074,0.153424658,0.838356164,0.008219178,0,0,GLondon,1.4,0.343478261,0.1,0.188888889,0.343478261,1,176,0.140243676,0.161643836,0.835616438,0.002739726,0,0,0.416666667
98,66,m,3,medium,white,white,30.5798589,1140.491,742.9091182,459.3946667,283.7247737,0.126027397,0.35890411,0.323287671,0.15890411,0.032876712,GLondon,1.4,0.447826087,0.1,0.188888889,0.447826087,1,93,0.864112385,0.142465753,0.410958904,0.306849315,0.109589041,0.030136986,0.083333333
99,16,f,1,high,white,white,21.87242282,895.79405,68.2963474,501.56725,210.0187735,0.068493151,0.454794521,0.342465753,0.117808219,0.016438356,GLondon,2.8,0.343478261,0.484615385,0.5,0.343478261,1,102,0.372998482,0.043835616,0.457534247,0.383561644,0.106849315,0.008219178,0
100,71,f,4,medium,white,white,26.15243343,1212.39968,170.7848646,372.71,126.4821679,0.065753425,0.797260274,0.134246575,0.002739726,0,GLondon,1.9,0.517391304,0.207692308,0.3,0.517391304,1,89,0.253682879,0.073972603,0.778082192,0.145205479,0.002739726,0,0.083333333
101,64,m,7,low,white,white,33.17495758,1218.064625,78.74437276,294.88875,187.9992878,0.246575342,0.605479452,0.134246575,0.01369863,0,GLondon,1.8,0.586956522,0.1,0.277777778,0.586956522,1,175,0.838456855,0.210958904,0.61369863,0.161643836,0.01369863,0,0
102,17,f,1,high,white,white,23.80009939,873.6224,172.5422871,430.145,308.1316732,0.109589041,0.419178082,0.284931507,0.139726027,0.046575342,GLondon,3.1,0.604347826,0.484615385,0.566666667,0.604347826,1,54,0.328524353,0.178082192,0.4,0.252054795,0.139726027,0.030136986,0.833333333
103,46,f,1,high,white,white,27.78736857,2236.180175,602.9632919,435.06875,260.9419748,0.136986301,0.435616438,0.315068493,0.101369863,0.010958904,GLondon,3.1,0.691304348,0.530769231,0.566666667,0.691304348,1,52,0.385621922,0.126027397,0.506849315,0.273972603,0.076712329,0.016438356,0.666666667
104,51,m,4,medium,white,white,30.45708134,1976.5235,173.2726088,250.95,97.2178317,0.309589041,0.687671233,0.002739726,0,0,GLondon,2.4,0.569565217,0.1,0.411111111,0.569565217,1,90,0.949182245,0.312328767,0.679452055,0.008219178,0,0,0
105,50,f,4,medium,white,white,26.58387864,911.90545,386.5159079,446.5225,139.7470657,0.030136986,0.64109589,0.309589041,0.019178082,0,GLondon,2.8,0.639130435,0.392307692,0.5,0.639130435,1,82,0.179226832,0.035616438,0.591780822,0.361643836,0.010958904,0,0.583333333
106,18,f,2,high,white,white,32.68851528,937.103425,375.0265411,273.89,193.6044116,0.282191781,0.578082192,0.131506849,0.008219178,0,GLondon,3,0.795652174,0.730769231,0.544444444,0.795652174,1,118,0.352726965,0.268493151,0.591780822,0.131506849,0.005479452,0.002739726,0
107,33,m,3,medium,white,white,31.82936555,1464.6085,373.1866027,539.47,129.1132808,0.002739726,0.41369863,0.545205479,0.038356164,0,GLondon,3.2,0.395652174,0.1,0.588888889,0.395652174,1,80,0.821492845,0.002739726,0.380821918,0.545205479,0.071232877,0,0
108,16,f,1,high,white,white,20.23825696,1003.96225,317.061632,344.839375,77.93678219,0.04109589,0.950684932,0.008219178,0,0,GLondon,2.9,0.326086957,0.130769231,0.522222222,0.326086957,1,133,0.175806532,0.032876712,0.934246575,0.032876712,0,0,0
109,30,m,4,medium,white,white,33.92962123,1298.09875,435.8312818,226.6625,177.490754,0.369863014,0.55890411,0.071232877,0,0,GLondon,2.7,0.534782609,0.284615385,0.477777778,0.534782609,1,167,0.822036635,0.419178082,0.520547945,0.060273973,0,0,0
110,35,m,2,high,white,white,30.22036501,1471.21815,274.8151406,89.33466667,50.75079354,0.994520548,0.005479452,0,0,0,GLondon,2.1,0.447826087,0.223076923,0.344444444,0.447826087,1,59,0.838575979,0.983561644,0.016438356,0,0,0,0
111,32,m,2,high,white,white,34.09063551,2308.22175,607.8094927,669.47,352.5123049,0.063013699,0.208219178,0.298630137,0.263013699,0.167123288,GLondon,3.6,0.569565217,0.176923077,0.677777778,0.569565217,1,99,0.988583547,0.065753425,0.254794521,0.260273973,0.224657534,0.194520548,0
112,55,m,6,medium,white,white,27.64812342,1095.979667,291.1188903,215.52,126.5405986,0.17260274,0.416438356,0.282191781,0.090410959,0.038356164,GLondon,2.3,0.795652174,0.1,0.388888889,0.795652174,1,156,0.868661978,0.446575342,0.539726027,0.01369863,0,0,0
113,41,f,4,medium,white,white,20.13369724,976.311,216.9860295,296.12,137.7263548,0.21369863,0.736986301,0.049315068,0,0,GLondon,2.8,0.656521739,0.315384615,0.5,0.656521739,1,128,0.297964604,0.22739726,0.723287671,0.04109589,0.008219178,0,0
114,30,m,8,low,white,white,20.31955958,2322.301525,722.8156098,296.1025,278.5362502,0.263013699,0.44109589,0.232876712,0.057534247,0.005479452,GLondon,2.6,0.37826087,0.1,0.455555556,0.37826087,1,85,0.931212646,0.306849315,0.454794521,0.191780822,0.04109589,0.005479452,0.166666667
115,77,f,5,medium,white,white,34.88573407,1301.474525,253.1476541,155.04,115.317676,0.561643836,0.435616438,0.002739726,0,0,GLondon,2.4,0.62173913,0.576923077,0.411111111,0.62173913,1,72,0.077647089,0.608219178,0.391780822,0,0,0,0.333333333
116,85,f,5,medium,white,white,23.53556074,716.7642,230.2003813,333.69875,99.31039995,0.101369863,0.860273973,0.038356164,0,0,GLondon,1.5,0.691304348,0.115384615,0.211111111,0.691304348,1,50,0.243490683,0.065753425,0.873972603,0.060273973,0,0,0
117,40,f,l15,low,white,white,28.29838986,1009.881875,297.046829,249.545,75.4545922,0.235616438,0.753424658,0.010958904,0,0,GLondon,2.1,0.62173913,0.223076923,0.344444444,0.62173913,1,77,0.230322481,0.249315068,0.750684932,0,0,0,0
118,34,f,3,medium,other,mixed/other,22.40973684,1744.480056,470.7484504,176.14,128.4114117,0.542465753,0.454794521,0.002739726,0,0,GLondon,2.4,0.395652174,0.238461538,0.411111111,0.395652174,1,32,0.096329863,0.484931507,0.504109589,0.010958904,0,0,0.166666667
119,16,f,1,high,white,white,23.07999666,1325.59325,141.1755041,58.25125,27.7025,1,0,0,0,0,GLondon,2.4,0.360869565,0.253846154,0.411111111,0.360869565,1,90,0.62898923,1,0,0,0,0,0.416666667
120,39,f,5,medium,white,white,43.62880886,1114.5222,281.1236865,135.8775,67.17774154,0.830136986,0.169863014,0,0,0,GLondon,3,0.795652174,0.407692308,0.544444444,0.795652174,1,73,0.524038441,0.794520548,0.205479452,0,0,0,0.333333333
121,50,m,6,medium,white,white,23.45607907,3241.636863,618.9063685,699.196,798.9732035,0.109589041,0.142465753,0.153424658,0.147945205,0.446575342,GLondon,3.2,0.5,0.130769231,0.588888889,0.5,1,124,0.840574979,0.104109589,0.167123288,0.17260274,0.126027397,0.430136986,0.083333333
122,28,f,5,medium,other,mixed/other,36.62990064,1309.246,174.3228628,50.96,0,1,0,0,0,0,GLondon,4.6,0.847826087,0.9,0.9,0.847826087,1,99,0.271415124,1,0,0,0,0,0.166666667
123,71,f,5,medium,white,white,28.4685902,1310.4745,392.8998116,464.24125,128.7612024,0.01369863,0.608219178,0.361643836,0.016438356,0,GLondon,2,0.5,0.1,0.322222222,0.5,1,37,0.037496995,0.019178082,0.567123288,0.402739726,0.010958904,0,0
124,16,f,2,high,mixed,mixed/other,24.15250995,1102.844813,122.7504712,243.2715,210.8543371,0.309589041,0.550684932,0.120547945,0.019178082,0,GLondon,2,0.360869565,0.238461538,0.322222222,0.360869565,1,197,0.424905568,0.315068493,0.553424658,0.120547945,0.010958904,0,0.083333333
125,38,m,4,medium,white,white,24.40900172,3319.763125,1362.596669,1340.453,293.6029887,0,0.002739726,0.021917808,0.109589041,0.865753425,GLondon,2.7,0.360869565,0.161538462,0.477777778,0.360869565,1,117,0.892017224,0,0,0.010958904,0.095890411,0.893150685,0
126,17,f,1,high,white,white,23.4276888,1023.2775,251.4819423,219.915,190.6424425,0.375342466,0.536986301,0.087671233,0,0,GLondon,2.3,0.691304348,0.361538462,0.388888889,0.691304348,1,74,0.220559714,0.391780822,0.531506849,0.076712329,0,0,0
127,61,m,6,medium,white,white,24.34624907,841.0575,281.6645655,273.71875,255.8015371,0.298630137,0.468493151,0.2,0.030136986,0.002739726,GLondon,1.5,0.482608696,0.130769231,0.211111111,0.482608696,1,108,0.85207839,0.279452055,0.498630137,0.2,0.021917808,0,0
128,62,f,4,medium,white,white,24.93704167,999.67665,127.3835857,239.34725,74.00717175,0.320547945,0.676712329,0.002739726,0,0,GLondon,2.7,0.708695652,0.592307692,0.477777778,0.708695652,1,64,0.23868261,0.326027397,0.673972603,0,0,0,0.416666667
129,31,m,4,medium,white,white,32.03842122,1421.0782,676.5796942,398.56,253.6685406,0.2,0.449315068,0.279452055,0.063013699,0.008219178,GLondon,3.4,0.326086957,0.453846154,0.633333333,0.326086957,1,111,0.841743722,0.18630137,0.473972603,0.273972603,0.054794521,0.010958904,0.083333333
130,30,f,2,high,white,white,21.98105275,1369.9831,248.5553105,584.7849,403.7361196,0.065753425,0.293150685,0.273972603,0.210958904,0.156164384,GLondon,2.4,0.308695652,0.176923077,0.411111111,0.308695652,1,117,0.323139848,0.104109589,0.263013699,0.238356164,0.17260274,0.221917808,0
131,18,f,2,high,mixed,mixed/other,16.7103747,886.5824,160.455205,293.12,208.57083,0.153424658,0.643835616,0.194520548,0.008219178,0,GLondon,3.6,0.5,0.469230769,0.677777778,0.5,1,113,0.319339268,0.232876712,0.580821918,0.17260274,0.01369863,0,0
132,16,f,1,high,white,white,21.43677099,1619.910025,325.6461851,292.99805,179.4652027,0.252054795,0.619178082,0.120547945,0.008219178,0,GLondon,2.9,0.534782609,0.238461538,0.522222222,0.534782609,1,97,0.120040948,0.257534247,0.608219178,0.131506849,0.002739726,0,0
133,37,f,3,medium,white,white,41.65680473,782.3299,185.4796356,19.7,0,1,0,0,0,0,GLondon,3.7,0.62173913,0.146153846,0.7,0.62173913,1,61,0.40131496,1,0,0,0,0,0
134,66,m,6,medium,white,white,26.1308546,977.714,297.7312566,139.9775,133.1056078,0.638356164,0.35890411,0.002739726,0,0,GLondon,2.1,0.552173913,0.146153846,0.344444444,0.552173913,1,54,0.327937991,0.61369863,0.383561644,0.002739726,0,0,0
135,30,f,4,medium,white,white,29.57332727,1245.315,133.1996998,224.13125,74.3941564,0.336986301,0.663013699,0,0,0,GLondon,4,0.847826087,0.9,0.766666667,0.847826087,1,192,0.127713303,0.369863014,0.630136986,0,0,0,0
136,40,f,2,high,white,white,25.49626662,575.44605,190.010588,93.75,0,1,0,0,0,0,GLondon,3.2,0.465217391,0.438461538,0.588888889,0.465217391,1,108,0.080771493,1,0,0,0,0,0
