"ID","age","Sex","nssec8","SES","ethgrp5","eth_new","bmival","TotalKcal_M_0","TotalKcal_SD_0","TotalKcal_M_1","TotalKcal_SD_1","desire_0.200","desire_201.500","desire_501.750","desire_751.1000","desire_1001.","location","external","restraint","emotional","automaticity","pbc","microsim.init.eatingstatus","habit.update.interval","autonomy","history_0.200","history_201.500","history_501.750","history_751.1000","history_1001."
15,70,"f","8","low","white","white",21.607061612792,1377.90259,483.547855348929,307.99735,171.435359438857,0.268493150684932,0.602739726027397,0.126027397260274,0.00273972602739726,0,"GLondon",2.6,0.466666666666667,0.26923076923077,0.455555555555556,0.466666666666667,1,126,0.242384076283339,0.221917808219178,0.679452054794521,0.0986301369863014,0,0
16,27,"f","1","high","white","white",33.0272116411534,1793.7632875,250.858484010934,319.71,174.804468096976,0.227397260273973,0.627397260273973,0.142465753424658,0.00273972602739726,0,"GLondon",4.1,0.516666666666667,0.5,0.788888888888889,0.516666666666667,1,116,0.0478832073116758,0.210958904109589,0.619178082191781,0.164383561643836,0.00547945205479452,0
17,30,"m","8","low","white","white",20.3195595823737,2322.301525,722.815609821506,296.1025,278.536250229062,0.246575342465753,0.471232876712329,0.232876712328767,0.0438356164383562,0.00547945205479452,"GLondon",3.1,0.483333333333333,0.438461538461538,0.566666666666667,0.483333333333333,1,124,0.661083466500589,0.295890410958904,0.441095890410959,0.213698630136986,0.0493150684931507,0
18,59,"m","3","medium","white","white",25.5338709767561,1398.8925,484.492119053551,258.9,172.798156433067,0.304109589041096,0.621917808219178,0.073972602739726,0,0,"GLondon",2.6,0.733333333333333,0.13076923076923,0.455555555555556,0.733333333333333,1,143,0.943740303376819,0.358904109589041,0.567123287671233,0.073972602739726,0,0
19,16,"f","2","high","mixed","mixed/other",24.1525099479645,1102.8448125,122.750471177537,243.2715,210.854337080523,0.334246575342466,0.561643835616438,0.101369863013699,0.00273972602739726,0,"GLondon",3.2,0.816666666666667,0.392307692307692,0.588888888888889,0.816666666666667,1,129,0.0726003845745465,0.356164383561644,0.517808219178082,0.104109589041096,0.0219178082191781,0
20,33,"m","2","high","other","mixed/other",27.7722674072605,2656.574375,943.096173861162,294.8975,183.093073303352,0.257534246575342,0.567123287671233,0.175342465753425,0,0,"GLondon",2.9,0.35,0.315384615384616,0.522222222222222,0.35,1,92,0.916039099446195,0.202739726027397,0.654794520547945,0.134246575342466,0.00821917808219178,0
21,16,"f","2","high","white","white",29.4415345761146,777.265275,122.709605565752,221.52,0,0,1,0,0,0,"GLondon",2.3,0.4,0.115384615384616,0.388888888888889,0.4,1,48,0.188877865105602,0,1,0,0,0
22,17,"f","2","high","other","mixed/other",19.2651634088413,1537.79555625,715.812516391857,465.58,285.082201946503,0.131506849315068,0.342465753424658,0.364383561643836,0.112328767123288,0.0493150684931507,"GLondon",3.6,0.366666666666667,0.253846153846154,0.677777777777778,0.366666666666667,1,83,0.412726315286455,0.134246575342466,0.364383561643836,0.331506849315069,0.150684931506849,0.0191780821917808
23,34,"f","3","medium","other","mixed/other",22.4097368367997,1744.48005625,470.748450416165,176.14,128.411411746257,0.531506849315069,0.463013698630137,0.00547945205479452,0,0,"GLondon",2.2,0.25,0.1,0.366666666666667,0.25,1,121,0.13603168192444,0.53972602739726,0.46027397260274,0,0,0
24,46,"f","4","medium","white","white",27.6132266590788,1032.44925,117.803141600369,603.67,181.993839639331,0.00273972602739726,0.293150684931507,0.528767123287671,0.158904109589041,0.0164383561643836,"GLondon",2.4,0.433333333333333,0.26923076923077,0.411111111111111,0.433333333333333,1,141,0.46880530328425,0.010958904109589,0.265753424657534,0.506849315068493,0.205479452054795,0.010958904109589
25,44,"m","3","medium","white","white",22.1475529583638,3183.61,1367.29540990599,544.6265,189.021050689246,0.0301369863013699,0.33972602739726,0.517808219178082,0.0986301369863014,0.0136986301369863,"GLondon",2.8,0.466666666666667,0.253846153846154,0.5,0.466666666666667,1,133,0.327376953972661,0.0219178082191781,0.372602739726027,0.446575342465753,0.150684931506849,0.00821917808219178
26,45,"f","l15","low","white","white",19.8668626191749,675.395,160.176480483247,152.675,33.6441550149007,0.928767123287671,0.0712328767123288,0,0,0,"GLondon",1.5,0.466666666666667,0.1,0.211111111111111,0.466666666666667,1,116,0.132440060109452,0.915068493150685,0.0849315068493151,0,0,0
27,46,"m","7","low","white","white",33.1015597734167,1315.80725,348.054571364295,312.63,28.1301427890676,0,1,0,0,0,"GLondon",1.4,0.333333333333333,0.1,0.188888888888889,0.333333333333333,1,43,0.866773229276912,0,1,0,0,0
28,38,"m","4","medium","white","white",24.4090017178302,3319.763125,1362.59666879298,1340.453,293.602988709811,0,0.00821917808219178,0.0328767123287671,0.0931506849315069,0.865753424657534,"GLondon",3.7,0.4,0.438461538461538,0.7,0.4,1,76,0.271267370456172,0,0.00547945205479452,0.0191780821917808,0.0876712328767123,0.887671232876712
29,19,"f","1","high","white","white",24.7243854188105,1173.246,181.210709402066,800.6235,510.920939946355,0.0575342465753425,0.189041095890411,0.191780821917808,0.213698630136986,0.347945205479452,"GLondon",3.2,0.7,0.576923076923076,0.588888888888889,0.7,1,100,0.324314803135121,0.0520547945205479,0.178082191780822,0.180821917808219,0.2,0.389041095890411
30,44,"m","3","medium","white","white",24.2148075266496,858.85125,460.293208721988,754.441,210.129872961144,0,0.106849315068493,0.4,0.356164383561644,0.136986301369863,"GLondon",2.3,0.35,0.13076923076923,0.388888888888889,0.35,1,55,0.750258579291865,0,0.0986301369863014,0.394520547945205,0.402739726027397,0.104109589041096
31,37,"f","2","high","white","white",21.6123135631956,481.7125,232.363018769482,65.25,22.6032630387738,1,0,0,0,0,"GLondon",3.7,0.583333333333333,0.176923076923076,0.7,0.583333333333333,1,153,0.115726278069163,1,0,0,0,0
32,25,"m","5","medium","white","white",29.5821419730535,1534.3085,476.586466330088,374.045,198.58973613961,0.134246575342466,0.594520547945205,0.249315068493151,0.0191780821917808,0.00273972602739726,"GLondon",3.3,0.35,0.453846153846154,0.611111111111111,0.35,1,101,0.670315966946414,0.175342465753425,0.506849315068493,0.287671232876712,0.0273972602739726,0.00273972602739726
33,21,"f","1","high","white","white",22.8637191066303,1018.6377625,109.758698765484,349.634375,261.516690308469,0.175342465753425,0.457534246575342,0.295890410958904,0.0602739726027397,0.010958904109589,"GLondon",2.4,0.416666666666667,0.238461538461538,0.411111111111111,0.416666666666667,1,103,0.292711303215876,0.221917808219178,0.495890410958904,0.219178082191781,0.0602739726027397,0.00273972602739726
34,59,"m","3","medium","white","white",25.5338709767561,1398.8925,484.492119053551,258.9,172.798156433067,0.304109589041096,0.621917808219178,0.073972602739726,0,0,"GLondon",2.2,0.35,0.115384615384616,0.366666666666667,0.35,1,89,0.618409645891963,0.356164383561644,0.575342465753425,0.0684931506849315,0,0
35,61,"m","4","medium","white","white",29.7603643703742,1296.9092,652.283510267757,200.27,130.542255227953,0.443835616438356,0.528767123287671,0.0273972602739726,0,0,"GLondon",3.4,0.683333333333333,0.376923076923076,0.633333333333333,0.683333333333333,1,93,0.633471600706853,0.438356164383562,0.542465753424658,0.0191780821917808,0,0
36,70,"m","3","medium","white","white",29.603402771232,1437.92375,242.156340436469,943.87,72.0657907748191,0,0,0,0.786301369863014,0.213698630136986,"GLondon",1.1,0.383333333333333,0.1,0.122222222222222,0.383333333333333,1,139,0.414412148547025,0,0,0.00547945205479452,0.786301369863014,0.208219178082192
37,17,"f","1","high","white","white",23.5197585369449,1206.19575,414.820558313572,104.366666666667,40.8634730943582,1,0,0,0,0,"GLondon",4.1,0.783333333333333,0.238461538461538,0.788888888888889,0.783333333333333,1,168,0.222441783278362,0.989041095890411,0.010958904109589,0,0,0
38,21,"f","1","high","white","white",22.8637191066303,1018.6377625,109.758698765484,349.634375,261.516690308469,0.175342465753425,0.457534246575342,0.295890410958904,0.0602739726027397,0.010958904109589,"GLondon",3.7,0.683333333333333,0.376923076923076,0.7,0.683333333333333,1,86,0.26712497141498,0.2,0.473972602739726,0.268493150684932,0.0520547945205479,0.00547945205479452
39,80,"f","4","medium","white","white",24.3431966359323,1138.0775,113.053067048179,1038.944,332.323065291392,0,0.0520547945205479,0.131506849315068,0.263013698630137,0.553424657534247,"GLondon",2.3,0.3,0.238461538461538,0.388888888888889,0.3,1,93,0.404032983747864,0.00273972602739726,0.0493150684931507,0.123287671232877,0.276712328767123,0.547945205479452
40,85,"f","l15","low","white","white",30.6986840142239,1379.775,525.892359139549,333.976875,70.3964785274271,0.0383561643835616,0.956164383561644,0.00547945205479452,0,0,"GLondon",2,0.5,0.3,0.322222222222222,0.5,1,134,0.0725166944661063,0.0273972602739726,0.961643835616438,0.010958904109589,0,0
41,16,"f","1","high","white","white",21.8724228190326,895.79405,68.2963474030395,501.56725,210.018773455097,0.0493150684931507,0.465753424657534,0.353424657534247,0.128767123287671,0.00273972602739726,"GLondon",2.5,0.516666666666667,0.207692307692308,0.433333333333333,0.516666666666667,1,62,0.276471162342722,0.0438356164383562,0.419178082191781,0.383561643835616,0.142465753424658,0.010958904109589
42,38,"f","3","medium","white","white",27.7500641788607,1350.7790625,286.342912772749,560.235,136.634243328677,0.00273972602739726,0.372602739726027,0.542465753424658,0.0767123287671233,0.00547945205479452,"GLondon",2.5,0.166666666666667,0.161538461538462,0.433333333333333,0.166666666666667,1,65,0.147138718914919,0,0.353424657534247,0.572602739726027,0.073972602739726,0
43,67,"m","4","medium","white","white",27.5463627948546,2231.7657,166.527208678422,684.90812,238.472795352022,0.0136986301369863,0.183561643835616,0.413698630136986,0.304109589041096,0.0849315068493151,"GLondon",2.3,0.516666666666667,0.146153846153846,0.388888888888889,0.516666666666667,1,139,0.978555531988214,0.0273972602739726,0.16986301369863,0.380821917808219,0.312328767123288,0.10958904109589
44,65,"f","5","medium","white","white",34.199439799608,966.876875,261.100123743458,203.565,106.623692957991,0.520547945205479,0.479452054794521,0,0,0,"GLondon",2.5,0.533333333333333,0.361538461538462,0.433333333333333,0.533333333333333,1,160,0.207384987184974,0.495890410958904,0.501369863013699,0.00273972602739726,0,0
45,17,"f","1","high","white","white",23.4062505124776,1099.032,162.591875740046,634.17775,204.643509173677,0.0246575342465753,0.246575342465753,0.43013698630137,0.263013698630137,0.0356164383561644,"GLondon",2.7,0.55,0.238461538461538,0.477777777777778,0.55,1,96,0.179933298778491,0.0136986301369863,0.238356164383562,0.457534246575342,0.241095890410959,0.0493150684931507
46,16,"f","2","high","mixed","mixed/other",24.1525099479645,1102.8448125,122.750471177537,243.2715,210.854337080523,0.334246575342466,0.561643835616438,0.101369863013699,0.00273972602739726,0,"GLondon",2.8,0.283333333333333,0.13076923076923,0.5,0.283333333333333,1,92,0.00977820993993461,0.372602739726027,0.515068493150685,0.106849315068493,0.00547945205479452,0
47,28,"f","7","low","white","white",23.929279073312,1233.41525,281.590826810078,318.7033,192.836705913475,0.219178082191781,0.586301369863014,0.183561643835616,0.010958904109589,0,"GLondon",3,0.5,0.484615384615384,0.544444444444445,0.5,1,143,0.048390563999501,0.227397260273973,0.610958904109589,0.147945205479452,0.0136986301369863,0
48,16,"f","2","high","white","white",19.2705784937333,1021.4365,295.264846890042,252.798125,118.188882855915,0.30958904109589,0.668493150684932,0.0219178082191781,0,0,"GLondon",3.1,0.7,0.376923076923076,0.566666666666667,0.7,1,35,0.0344428307650579,0.315068493150685,0.665753424657534,0.0191780821917808,0,0
49,38,"m","4","medium","white","white",28.6596942654955,1823.05515,194.487877297918,611.383333333333,484.153050009326,0.0849315068493151,0.271232876712329,0.224657534246575,0.189041095890411,0.23013698630137,"GLondon",1.9,0.283333333333333,0.1,0.3,0.283333333333333,1,122,0.612616798498279,0.0657534246575342,0.252054794520548,0.238356164383562,0.197260273972603,0.246575342465753
50,17,"f","1","high","white","white",23.8000993897929,873.6224,172.542287071431,430.145,308.13167320698,0.131506849315068,0.408219178082192,0.30958904109589,0.126027397260274,0.0246575342465753,"GLondon",4.6,0.616666666666667,0.9,0.9,0.616666666666667,1,72,0.188489216493267,0.164383561643836,0.427397260273973,0.26027397260274,0.106849315068493,0.0410958904109589
51,17,"f","1","high","white","white",23.3096073096015,914.70475,669.649836608843,796.0265,313.941249057314,0.0328767123287671,0.13972602739726,0.194520547945205,0.210958904109589,0.421917808219178,"GLondon",3.1,0.7,0.284615384615384,0.566666666666667,0.7,1,158,0.241676408032541,0.0191780821917808,0.164383561643836,0.221917808219178,0.356164383561644,0.238356164383562
52,55,"m","6","medium","white","white",27.6481234206957,1095.97966666667,291.1188903186,215.52,126.540598623525,0.10958904109589,0.424657534246575,0.304109589041096,0.117808219178082,0.0438356164383562,"GLondon",2.2,0.4,0.1,0.366666666666667,0.4,1,87,0.930015265545077,0.383561643835616,0.608219178082192,0.00821917808219178,0,0
53,18,"m","8","low","white","white",24.7690113302444,1631.2624,586.747251814885,416.933333333333,523.387288089168,0.142465753424658,0.312328767123288,0.2,0.136986301369863,0.208219178082192,"GLondon",3.8,0.666666666666667,0.407692307692308,0.722222222222222,0.666666666666667,1,72,0.728476255812204,0.153424657534247,0.29041095890411,0.257534246575342,0.142465753424658,0.156164383561644
54,38,"m","4","medium","white","white",28.7892333785867,1898.0557,542.994714662393,557.37375,331.357292843013,0.0986301369863014,0.323287671232877,0.284931506849315,0.186301369863014,0.106849315068493,"GLondon",2.8,0.566666666666667,0.192307692307692,0.5,0.566666666666667,1,122,0.915554323437826,0.0904109589041096,0.30958904109589,0.265753424657534,0.208219178082192,0.126027397260274
55,64,"f","5","medium","white","white",28.0624426078972,1164.8592625,135.463375279971,294.4965,131.526312382732,0.238356164383562,0.698630136986301,0.063013698630137,0,0,"GLondon",2.4,0.683333333333333,0.376923076923076,0.411111111111111,0.683333333333333,1,75,0.325600660908862,0.254794520547945,0.698630136986301,0.0465753424657534,0,0
56,16,"f","1","high","white","white",20.2382569593266,1003.96225,317.061631969112,344.839375,77.9367821906266,0.0356164383561644,0.942465753424658,0.0219178082191781,0,0,"GLondon",2.8,0.533333333333333,0.346153846153846,0.5,0.533333333333333,1,158,0.0647628223405877,0.0410958904109589,0.936986301369863,0.0219178082191781,0,0
57,24,"f","8","low","white","white",27.4259395745353,828.3534,296.752244918226,248.366666666667,203.718042483559,0.345205479452055,0.534246575342466,0.115068493150685,0.00547945205479452,0,"GLondon",2.9,0.35,0.315384615384616,0.522222222222222,0.35,1,121,0.056448142916322,0.320547945205479,0.556164383561644,0.115068493150685,0.00821917808219178,0
58,20,"f","2","high","white","white",19.6933417349296,981.00675,269.704866565134,105.73,59.0717005003242,0.958904109589041,0.0410958904109589,0,0,0,"GLondon",3.5,0.383333333333333,0.438461538461538,0.655555555555556,0.383333333333333,1,75,0.0129625476701283,0.947945205479452,0.0520547945205479,0,0,0
59,17,"f","1","high","white","white",22.108232642616,1507.4711,560.525191606622,152.2729,74.3406652998882,0.756164383561644,0.243835616438356,0,0,0,"GLondon",3.8,0.5,0.407692307692308,0.722222222222222,0.5,1,106,0.373772134311425,0.772602739726027,0.227397260273973,0,0,0
60,17,"f","1","high","white","white",22.2767698054297,1538.864725,608.253458021108,268.95,216.66799209851,0.304109589041096,0.536986301369863,0.13972602739726,0.0164383561643836,0.00273972602739726,"GLondon",2.7,0.616666666666667,0.146153846153846,0.477777777777778,0.616666666666667,1,63,0.167024102489742,0.323287671232877,0.536986301369863,0.112328767123288,0.0246575342465753,0.00273972602739726
61,29,"f","4","medium","white","white",20.6589806851512,1048.441875,327.23447011354,143.966666666667,103.90528443411,0.649315068493151,0.350684931506849,0,0,0,"GLondon",2.8,0.25,0.33076923076923,0.5,0.25,1,61,0.23087710759714,0.717808219178082,0.282191780821918,0,0,0
62,17,"f","1","high","white","white",23.4276888040165,1023.2775,251.481942310643,219.915,190.642442546249,0.383561643835616,0.506849315068493,0.106849315068493,0.00273972602739726,0,"GLondon",3.4,0.766666666666666,0.223076923076924,0.633333333333333,0.766666666666666,1,85,0.0614820104723108,0.347945205479452,0.553424657534247,0.0958904109589041,0.00273972602739726,0
63,33,"m","3","medium","white","white",31.8293655548173,1464.6085,373.186602678874,539.47,129.113280752472,0.00821917808219178,0.367123287671233,0.56986301369863,0.0547945205479452,0,"GLondon",3.2,0.666666666666667,0.5,0.588888888888889,0.666666666666667,1,125,0.972861028233438,0.00547945205479452,0.405479452054795,0.542465753424658,0.0465753424657534,0
64,49,"m","6","medium","white","white",28.5666205083522,1522.301,327.877381700334,254.62,214.481076709967,0.336986301369863,0.517808219178082,0.131506849315068,0.0136986301369863,0,"GLondon",2.8,0.166666666666667,0.33076923076923,0.5,0.166666666666667,1,74,0.789296759007758,0.328767123287671,0.528767123287671,0.117808219178082,0.0219178082191781,0.00273972602739726
65,18,"f","1","high","white","white",19.7234196875075,845.9828,283.327278914686,384.31,240.390208619236,0.172602739726027,0.520547945205479,0.235616438356164,0.0684931506849315,0.00273972602739726,"GLondon",3.7,0.533333333333333,0.376923076923076,0.7,0.533333333333333,1,134,0.171093901448894,0.153424657534247,0.482191780821918,0.273972602739726,0.0849315068493151,0.00547945205479452
66,30,"m","8","low","white","white",20.3195595823737,2322.301525,722.815609821506,296.1025,278.536250229062,0.246575342465753,0.471232876712329,0.232876712328767,0.0438356164383562,0.00547945205479452,"GLondon",2.9,0.45,0.361538461538462,0.522222222222222,0.45,1,78,0.881694209058887,0.265753424657534,0.457534246575342,0.219178082191781,0.0493150684931507,0.00821917808219178
67,26,"m","4","medium","white","white",23.241373400835,1939.426,301.435008482204,627.193666666667,425.21185137568,0.0958904109589041,0.265753424657534,0.23013698630137,0.210958904109589,0.197260273972603,"GLondon",2,0.316666666666667,0.13076923076923,0.322222222222222,0.316666666666667,1,142,0.686762442056537,0.0794520547945206,0.257534246575342,0.23013698630137,0.232876712328767,0.2
68,18,"f","2","high","mixed","mixed/other",16.710374700105,886.5824,160.455205043983,293.12,208.570830015449,0.16986301369863,0.635616438356164,0.189041095890411,0.00547945205479452,0,"GLondon",2.3,0.3,0.238461538461538,0.388888888888889,0.3,1,81,0.331984288294985,0.298630136986301,0.520547945205479,0.153424657534247,0.0246575342465753,0.00273972602739726
69,79,"m","1","high","white","white",21.0673891930907,1677.755375,176.308000731851,473.172825,211.864631462614,0.073972602739726,0.452054794520548,0.372602739726027,0.0849315068493151,0.0164383561643836,"GLondon",1.8,0.666666666666667,0.13076923076923,0.277777777777778,0.666666666666667,1,87,0.467458868661713,0.0849315068493151,0.479452054794521,0.383561643835616,0.0465753424657534,0.00547945205479452
70,57,"f","8","low","white","white",30.8171745152355,1641.981,121.823933570816,58.7898,27.7137774964006,1,0,0,0,0,"GLondon",1.9,0.433333333333333,0.453846153846154,0.3,0.433333333333333,1,84,0.268840941448828,1,0,0,0,0
71,26,"m","2","high","white","white",25.1704609647344,1595.91975,222.102114476465,324.01,196.819314939701,0.227397260273973,0.575342465753425,0.180821917808219,0.0164383561643836,0,"GLondon",2.7,0.433333333333333,0.3,0.477777777777778,0.433333333333333,1,63,0.592837652622249,0.216438356164384,0.608219178082192,0.16986301369863,0.00547945205479452,0
72,57,"f","3","medium","white","white",25.5859375,947.780275,285.816585332533,244.0305,123.558409133764,0.364383561643836,0.613698630136986,0.0219178082191781,0,0,"GLondon",2.1,0.516666666666667,0.161538461538462,0.344444444444444,0.516666666666667,1,84,0.465930536524723,0.334246575342466,0.646575342465753,0.0191780821917808,0,0
73,16,"f","2","high","mixed","mixed/other",24.1525099479645,1102.8448125,122.750471177537,243.2715,210.854337080523,0.334246575342466,0.561643835616438,0.101369863013699,0.00273972602739726,0,"GLondon",3.7,0.5,0.715384615384616,0.7,0.5,1,147,0.118883072740014,0.326027397260274,0.545205479452055,0.117808219178082,0.010958904109589,0
74,84,"f","1","high","white","white",22.2043870854987,835.849,487.168326067079,318.883333333333,40.2051543130148,0,1,0,0,0,"GLondon",1,0.85,0.1,0.1,0.85,1,53,0.160568596148189,0,1,0,0,0
75,40,"f","3","medium","white","white",25.7937374443183,785.4575,67.872644649127,200,56.9251994580022,0.512328767123288,0.487671232876712,0,0,0,"GLondon",2.6,0.433333333333333,0.33076923076923,0.455555555555556,0.433333333333333,1,42,0.28016691345563,0.471232876712329,0.528767123287671,0,0,0
76,77,"m","1","high","white","white",25.1889069004535,1495.15335,203.777353514099,280,197.989898732233,0.26027397260274,0.580821917808219,0.142465753424658,0.0164383561643836,0,"GLondon",2.6,0.55,0.192307692307692,0.455555555555556,0.55,1,108,0.989744079005897,0.246575342465753,0.605479452054794,0.13972602739726,0.00821917808219178,0
77,32,"f","3","medium","white","white",20.8173174509055,1199.85725,228.189116152042,397.1425,273.166072365634,0.145205479452055,0.498630136986301,0.257534246575342,0.0904109589041096,0.00821917808219178,"GLondon",4.5,0.433333333333333,0.592307692307692,0.877777777777778,0.433333333333333,1,113,0.112568540280437,0.194520547945205,0.438356164383562,0.268493150684932,0.0657534246575342,0.0328767123287671
78,39,"f","4","medium","white","white",35.422810197585,1235.10065,173.088564615411,293.073333333333,171.785104515302,0.273972602739726,0.613698630136986,0.112328767123288,0,0,"GLondon",2.6,0.45,0.453846153846154,0.455555555555556,0.45,1,209,0.0617470048378751,0.273972602739726,0.580821917808219,0.134246575342466,0.010958904109589,0
79,21,"f","1","high","white","white",19.21875,1150.33375,181.001709067668,544.2795,304.034852236275,0.106849315068493,0.326027397260274,0.334246575342466,0.164383561643836,0.0684931506849315,"GLondon",2.6,0.633333333333333,0.315384615384616,0.455555555555556,0.633333333333333,1,109,0.327304165677062,0.101369863013699,0.323287671232877,0.334246575342466,0.158904109589041,0.0821917808219178
80,30,"m","8","low","white","white",20.3195595823737,2322.301525,722.815609821506,296.1025,278.536250229062,0.246575342465753,0.471232876712329,0.232876712328767,0.0438356164383562,0.00547945205479452,"GLondon",2.2,0.366666666666667,0.1,0.366666666666667,0.366666666666667,1,87,0.99080996947874,0.26027397260274,0.473972602739726,0.216438356164384,0.0410958904109589,0.00821917808219178
81,23,"m","8","low","white","white",18.1421251949209,1227.585,468.158388617926,497.9475,323.732174837473,0.136986301369863,0.397260273972603,0.298630136986301,0.128767123287671,0.0383561643835616,"GLondon",2.2,0.366666666666667,0.161538461538462,0.366666666666667,0.366666666666667,1,145,0.811706896147617,0.145205479452055,0.347945205479452,0.295890410958904,0.136986301369863,0.073972602739726
82,49,"f","8","low","white","white",41.7185831256675,912.8617,97.2648080562886,769.6,69.410139749175,0,0,0.375342465753425,0.624657534246575,0,"GLondon",2.8,0.433333333333333,0.407692307692308,0.5,0.433333333333333,1,140,0.23449244361545,0,0,0.421917808219178,0.575342465753425,0.00273972602739726
83,47,"m","2","high","white","white",25.3350019840664,2081.247925,586.17646195156,256.80775,234.811594106672,0.150684931506849,0.334246575342466,0.224657534246575,0.180821917808219,0.10958904109589,"GLondon",2.5,0.45,0.1,0.433333333333333,0.45,1,40,0.771623545463513,0.287671232876712,0.542465753424658,0.156164383561644,0.010958904109589,0.00273972602739726
